lat,lon,minutes_remaining,period,playoffs,shot_distance,shot_made_flag
33.8883,-118.1298,9,1,0,20,1.0
34.0333,-118.2748,1,3,0,1,1.0
34.0323,-118.4538,10,3,0,18,1.0
33.9263,-118.4038,4,4,0,17,1.0
33.9353,-118.1438,1,1,0,16,0.0
34.0023,-118.3668,1,2,0,10,0.0
34.0443,-118.2698,2,3,0,0,1.0
33.9003,-118.2668,10,3,0,14,0.0
34.0443,-118.2698,1,1,0,0,0.0
34.0443,-118.2698,5,3,0,0,0.0
34.0573,-118.1528,1,1,0,11,1.0
33.9403,-118.4538,0,3,0,21,0.0
33.8883,-118.1068,2,1,1,22,1.0
34.0243,-118.1138,1,1,0,15,1.0
33.8753,-118.1268,6,3,0,22,1.0
34.0443,-118.2698,7,3,0,0,1.0
34.0443,-118.2698,0,4,0,0,1.0
34.0443,-118.2698,4,4,0,0,0.0
34.0033,-118.2328,0,5,0,5,0.0
33.8663,-118.2248,2,2,0,18,0.0
34.0443,-118.2698,11,4,1,0,1.0
33.9363,-118.1068,0,1,0,19,0.0
33.8913,-118.2898,8,2,0,15,0.0
33.8943,-118.2058,1,2,0,16,0.0
34.0243,-118.0748,7,1,1,19,1.0
33.9073,-118.1678,4,1,0,17,0.0
33.9893,-118.4078,3,2,1,14,0.0
34.0443,-118.2698,8,3,0,0,1.0
34.0443,-118.2698,8,1,0,0,1.0
34.0443,-118.2698,4,4,0,0,0.0
34.0073,-118.3488,8,3,0,8,1.0
34.0443,-118.2698,7,4,1,0,0.0
33.9673,-118.1258,2,4,0,16,0.0
34.0193,-118.1078,4,1,0,16,0.0
33.9033,-118.4388,7,4,0,22,0.0
33.8603,-118.3558,4,3,0,20,1.0
34.0033,-118.4128,10,3,0,14,1.0
33.9133,-118.3888,5,4,0,17,1.0
33.9563,-118.1468,9,2,0,15,0.0
34.0073,-118.2778,5,4,0,3,1.0
33.8553,-118.1518,9,1,1,22,0.0
34.0323,-118.1208,4,1,0,14,1.0
34.0443,-118.2698,10,2,0,0,1.0
34.0403,-118.2588,2,3,0,1,1.0
33.9013,-118.1168,11,3,0,20,0.0
33.9243,-118.1898,11,3,0,14,1.0
34.0453,-118.1058,2,1,0,16,0.0
33.8893,-118.1848,0,2,0,17,0.0
34.0413,-118.4488,3,1,0,17,0.0
33.8703,-118.1668,7,2,0,20,0.0
34.0083,-118.2668,3,1,0,3,1.0
33.9573,-118.4538,4,4,1,20,0.0
33.9833,-118.2618,8,4,0,6,1.0
33.8753,-118.1718,8,3,0,19,1.0
34.0243,-118.2798,2,4,0,2,1.0
34.0413,-118.1108,4,1,0,15,0.0
34.0323,-118.3518,2,2,0,8,0.0
34.0213,-118.2608,6,1,0,2,0.0
34.0443,-118.2698,11,1,0,0,0.0
34.0693,-118.3678,7,1,1,10,1.0
34.0443,-118.2698,8,4,0,0,0.0
33.9333,-118.1208,6,3,0,18,0.0
33.9393,-118.4268,1,4,0,18,0.0
34.0443,-118.2698,0,1,0,0,1.0
34.0383,-118.2528,1,1,0,1,1.0
34.0443,-118.2698,9,3,0,0,1.0
33.9353,-118.4038,10,1,0,17,1.0
34.0543,-118.1398,11,1,0,13,0.0
34.0263,-118.1088,2,1,0,16,0.0
33.9843,-118.3038,4,2,0,6,1.0
34.0033,-118.2358,9,2,0,5,0.0
33.8963,-118.4048,3,1,0,20,0.0
34.0443,-118.2698,1,4,0,0,1.0
33.8903,-118.1528,3,4,0,19,0.0
34.0443,-118.2698,6,1,0,0,1.0
34.0443,-118.2698,2,2,0,0,1.0
33.9753,-118.2718,2,2,0,6,0.0
34.0343,-118.1038,2,4,0,16,0.0
33.9693,-118.1608,7,3,0,13,1.0
33.8733,-118.1948,11,4,1,18,0.0
34.0593,-118.0838,7,3,0,18,0.0
34.0323,-118.2608,6,3,0,1,1.0
34.0223,-118.2008,2,2,0,7,1.0
34.0183,-118.1458,11,3,0,12,0.0
33.8703,-118.1138,0,3,0,23,0.0
34.0523,-118.1088,8,3,0,16,1.0
34.0473,-118.2698,4,2,0,0,1.0
34.0223,-118.2988,10,1,0,3,1.0
33.8693,-118.1908,6,4,0,19,0.0
33.9683,-118.3258,5,3,0,9,0.0
34.0223,-118.2778,7,3,1,2,1.0
33.9833,-118.2518,7,3,0,6,1.0
34.0443,-118.2698,1,2,1,0,0.0
33.9213,-118.1668,8,3,0,16,0.0
33.8183,-118.3388,6,1,0,23,1.0
34.0443,-118.2698,7,2,0,0,1.0
34.0503,-118.4768,7,2,0,20,0.0
33.8703,-118.4028,11,4,0,21,1.0
33.9813,-118.3878,3,2,0,13,0.0
33.9253,-118.1508,9,3,0,16,1.0
33.9263,-118.2088,6,4,0,13,0.0
33.8633,-118.3158,6,1,0,18,0.0
33.8743,-118.4028,9,1,0,21,1.0
33.9533,-118.1628,2,2,0,14,1.0
33.8963,-118.1928,2,2,0,16,0.0
34.0143,-118.2288,5,2,0,5,0.0
33.9913,-118.2308,5,1,0,6,0.0
33.9323,-118.4208,6,2,0,18,1.0
34.0443,-118.2698,10,3,0,0,1.0
34.0183,-118.2158,6,4,0,5,0.0
34.0603,-118.4408,3,2,1,17,0.0
34.0443,-118.2698,9,1,0,0,1.0
33.9133,-118.2028,1,4,0,14,0.0
34.0443,-118.2698,8,3,0,0,1.0
33.8373,-118.2708,3,3,1,20,0.0
34.0423,-118.1638,10,1,0,10,1.0
34.0033,-118.3978,0,2,1,13,0.0
34.0443,-118.2698,6,3,0,0,1.0
34.0443,-118.3828,2,3,0,11,0.0
34.0443,-118.2698,3,1,0,0,0.0
34.0443,-118.2698,8,1,0,0,1.0
33.9093,-118.2678,11,3,0,13,0.0
34.0443,-118.2698,3,5,0,0,0.0
34.0443,-118.2698,2,1,0,0,1.0
33.9343,-118.2248,0,1,0,11,0.0
34.0273,-118.2488,4,2,0,2,0.0
33.8873,-118.1208,5,4,0,21,0.0
33.9283,-118.4528,3,4,1,21,0.0
34.0443,-118.2698,6,2,0,0,1.0
34.0443,-118.1548,10,3,0,11,1.0
33.9393,-118.1088,3,1,0,19,1.0
33.9533,-118.3978,0,3,0,15,0.0
33.9953,-118.2258,11,1,0,6,1.0
33.8913,-118.2698,0,3,0,15,1.0
33.9883,-118.4228,1,2,0,16,1.0
33.8763,-118.2118,3,2,0,17,1.0
34.0443,-118.2698,0,4,0,0,0.0
33.8413,-118.1958,2,1,0,21,0.0
33.9513,-118.4658,5,4,0,21,1.0
33.9963,-118.2298,0,1,1,6,1.0
34.0183,-118.2268,10,1,0,5,1.0
34.0443,-118.1528,4,1,0,11,1.0
34.0603,-118.1398,1,1,0,13,0.0
33.9893,-118.3278,10,2,0,7,0.0
33.9093,-118.3938,2,3,0,18,1.0
33.9533,-118.4098,11,2,0,16,0.0
33.8983,-118.2228,11,3,0,15,1.0
33.9633,-118.2558,9,3,0,8,0.0
33.9813,-118.2278,8,3,0,7,1.0
34.0103,-118.2858,4,4,0,3,0.0
33.9003,-118.1258,1,4,0,20,0.0
34.0443,-118.2698,5,2,0,0,1.0
34.0443,-118.2698,0,2,0,0,0.0
34.0133,-118.2988,8,4,1,4,1.0
33.9003,-118.2768,9,1,0,14,0.0
34.0443,-118.2698,1,2,0,0,0.0
34.0443,-118.2488,3,2,0,2,0.0
34.0443,-118.2678,3,2,0,0,1.0
34.0323,-118.3048,2,3,0,3,0.0
33.9753,-118.2928,4,1,0,7,0.0
34.0443,-118.2698,7,4,0,0,1.0
34.0623,-118.1158,4,2,0,15,1.0
33.9013,-118.4098,7,1,0,20,0.0
34.0053,-118.3098,9,3,0,5,1.0
33.8843,-118.1298,2,2,1,21,1.0
34.0443,-118.2698,9,4,0,0,1.0
34.0653,-118.3778,9,3,0,11,0.0
33.9623,-118.2778,1,2,0,8,1.0
34.0443,-118.2698,9,1,0,0,1.0
34.0033,-118.4128,10,3,0,14,1.0
33.8803,-118.1988,10,1,0,17,1.0
33.9223,-118.3408,5,3,0,14,1.0
33.8673,-118.3658,1,2,0,20,0.0
34.0443,-118.2698,4,3,0,0,1.0
34.0153,-118.1378,9,4,0,13,1.0
33.9953,-118.4128,8,2,0,15,1.0
34.0163,-118.2408,2,2,0,4,0.0
34.0023,-118.2668,0,1,0,4,0.0
34.0003,-118.3208,0,1,0,6,1.0
34.0043,-118.2218,8,1,0,6,0.0
34.0063,-118.4388,10,2,1,17,0.0
33.9963,-118.1668,8,4,0,11,0.0
33.8703,-118.4098,4,3,0,22,1.0
34.0083,-118.4278,2,3,0,16,1.0
33.9993,-118.4698,5,2,0,20,1.0
33.8293,-118.2318,10,1,0,21,1.0
33.8443,-118.2578,8,3,0,20,1.0
34.0313,-118.2458,10,1,0,2,0.0
34.0443,-118.2698,1,4,0,0,0.0
33.9403,-118.2678,5,1,1,10,0.0
33.9263,-118.1238,3,2,0,18,1.0
34.0333,-118.3618,9,1,0,9,1.0
33.9693,-118.1378,3,2,0,15,0.0
34.0443,-118.2748,9,2,0,0,1.0
34.0443,-118.2698,0,4,0,0,0.0
33.8903,-118.4218,2,2,0,21,1.0
33.9583,-118.2768,5,1,0,8,0.0
33.8713,-118.2758,0,1,0,17,0.0
33.9883,-118.2778,5,3,0,5,1.0
34.0583,-118.0718,1,4,0,19,0.0
34.0443,-118.1288,2,3,0,14,0.0
33.9883,-118.4228,8,4,1,16,0.0
33.8413,-118.2758,1,1,0,20,0.0
33.9803,-118.4138,0,4,0,15,0.0
34.0443,-118.2698,5,1,0,0,1.0
34.0443,-118.2698,1,4,0,0,1.0
34.0763,-118.4518,9,1,0,18,1.0
33.9243,-118.4048,0,3,0,18,1.0
33.8803,-118.1578,0,4,0,19,0.0
34.0443,-118.2698,0,1,0,0,0.0
34.0353,-118.2698,7,1,0,0,0.0
33.9723,-118.3478,7,1,0,10,1.0
33.9143,-118.2728,10,3,0,13,1.0
33.9933,-118.0878,7,2,0,18,0.0
33.8483,-118.1798,3,4,0,21,1.0
34.0623,-118.3998,10,3,0,13,0.0
34.0293,-118.1528,7,3,0,11,1.0
33.9783,-118.1828,10,1,0,10,0.0
34.0443,-118.2698,5,4,1,0,1.0
33.8853,-118.1368,5,2,0,20,1.0
33.8993,-118.3878,3,3,0,18,0.0
33.8583,-118.3408,8,1,0,19,1.0
34.0443,-118.2698,1,1,0,0,1.0
34.0303,-118.2548,10,3,1,2,0.0
33.9473,-118.4328,5,2,0,18,0.0
33.9763,-118.2718,11,3,0,6,0.0
34.0443,-118.2698,5,3,0,0,1.0
34.0443,-118.2568,1,2,0,1,0.0
34.0473,-118.1418,0,1,0,12,1.0
33.8253,-118.3158,6,1,0,22,0.0
34.0223,-118.2418,9,3,0,3,1.0
33.9693,-118.2778,9,1,0,7,0.0
33.9203,-118.1558,4,2,1,16,1.0
34.0443,-118.2698,9,1,0,0,1.0
33.8713,-118.2728,8,3,1,17,0.0
33.8503,-118.3598,5,3,0,21,0.0
33.8763,-118.1628,1,4,1,19,0.0
34.0443,-118.2698,2,2,1,0,1.0
34.0113,-118.2698,4,3,0,3,1.0
34.0443,-118.2698,11,1,0,0,1.0
34.0443,-118.2698,7,4,0,0,0.0
34.0443,-118.2698,2,2,0,0,1.0
34.0443,-118.2698,10,3,0,0,0.0
34.0033,-118.3648,4,4,0,10,0.0
34.0423,-118.2738,4,1,0,0,1.0
34.0113,-118.1398,9,1,0,13,0.0
33.9873,-118.3958,3,1,0,13,0.0
33.9433,-118.1868,6,1,0,13,1.0
34.0443,-118.2698,9,3,0,0,0.0
34.0043,-118.3638,8,1,0,10,0.0
33.8503,-118.1378,0,4,1,23,1.0
34.0353,-118.3448,9,4,0,7,0.0
33.9803,-118.2718,7,3,1,6,1.0
33.8883,-118.2858,10,3,1,15,1.0
34.0443,-118.2698,7,3,0,0,1.0
34.0193,-118.3758,11,2,1,10,0.0
33.9513,-118.2278,9,4,1,10,0.0
33.9703,-118.1338,7,1,0,15,1.0
34.0443,-118.2698,9,2,1,0,1.0
33.9443,-118.3798,3,3,0,14,0.0
34.0443,-118.2968,9,2,1,2,0.0
33.9733,-118.0988,7,3,0,18,0.0
34.0283,-118.2888,2,4,0,2,0.0
33.9813,-118.0928,2,4,0,18,0.0
33.9343,-118.1728,6,1,0,14,1.0
34.0443,-118.2698,8,4,0,0,0.0
34.0443,-118.2698,0,2,0,0,1.0
33.9393,-118.2888,10,3,0,10,1.0
34.0443,-118.2698,9,1,0,0,0.0
34.0443,-118.2698,5,2,0,0,0.0
33.9593,-118.2408,10,2,0,8,0.0
34.0443,-118.2698,4,1,0,0,1.0
33.9343,-118.1218,1,3,0,18,0.0
33.9553,-118.2828,5,2,0,8,0.0
34.0443,-118.2698,4,1,0,0,1.0
33.8533,-118.1578,0,4,1,22,0.0
34.0443,-118.2698,0,2,0,0,1.0
33.9343,-118.4218,4,4,0,18,0.0
34.0443,-118.2698,1,1,0,0,0.0
33.9553,-118.4288,1,1,0,18,0.0
33.9723,-118.2908,0,3,1,7,0.0
34.0443,-118.2698,2,1,1,0,1.0
34.0443,-118.2698,0,1,0,0,1.0
33.8923,-118.1298,4,5,1,20,0.0
34.0183,-118.2628,0,3,0,2,0.0
33.8653,-118.1778,5,3,0,20,1.0
33.9723,-118.2688,5,3,0,7,0.0
34.0213,-118.3428,1,1,0,7,1.0
34.0143,-118.2268,4,1,0,5,1.0
33.9733,-118.2528,5,4,0,7,1.0
33.8663,-118.1848,10,4,0,19,1.0
33.9673,-118.1878,0,1,0,11,0.0
34.0033,-118.2548,7,3,1,4,0.0
33.9753,-118.2308,11,4,1,7,1.0
33.8633,-118.3268,1,2,0,18,0.0
33.9953,-118.1168,10,4,0,16,1.0
33.8483,-118.3488,10,1,0,21,0.0
34.0533,-118.3588,11,1,0,8,0.0
34.0293,-118.1398,4,2,0,13,0.0
34.0133,-118.2638,0,3,0,3,0.0
34.0443,-118.2698,9,3,1,0,1.0
33.9753,-118.2228,3,1,0,8,1.0
33.8383,-118.3618,5,2,1,22,1.0
34.0443,-118.2698,1,4,0,0,1.0
34.0703,-118.1388,10,2,0,13,0.0
34.0303,-118.2528,3,4,0,2,1.0
33.8843,-118.3568,0,3,0,18,0.0
33.8873,-118.1758,10,3,0,18,0.0
33.8913,-118.2458,5,2,0,15,0.0
33.9913,-118.2698,0,3,0,5,1.0
34.0443,-118.2698,0,4,0,0,0.0
34.0443,-118.2698,0,4,0,0,1.0
34.0323,-118.2568,3,2,0,1,1.0
34.0393,-118.3518,6,3,0,8,0.0
34.0443,-118.2698,3,1,0,0,1.0
34.0443,-118.2698,6,3,0,0,0.0
33.8673,-118.4088,5,3,0,22,1.0
33.8883,-118.3928,4,1,0,19,1.0
33.8603,-118.1878,1,3,0,20,1.0
34.0403,-118.1218,0,3,0,14,0.0
34.0443,-118.2698,3,3,0,0,1.0
33.8893,-118.1488,10,1,0,19,1.0
34.0293,-118.0808,5,3,1,18,1.0
33.8403,-118.3568,4,4,0,22,1.0
34.0153,-118.2218,1,1,1,5,0.0
33.9803,-118.2518,9,1,0,6,1.0
34.0523,-118.1108,5,3,0,15,0.0
33.9163,-118.0938,6,2,0,21,0.0
33.8843,-118.2598,4,2,0,16,1.0
34.0393,-118.4128,8,3,0,14,0.0
34.0383,-118.4358,8,3,1,16,0.0
33.9473,-118.3618,10,1,0,13,0.0
33.9583,-118.2568,0,1,0,8,1.0
34.0213,-118.1108,3,4,0,16,1.0
34.0213,-118.3188,11,4,0,5,0.0
33.9343,-118.1998,7,3,0,13,1.0
34.0103,-118.4398,9,4,0,17,1.0
33.8893,-118.3468,1,3,0,17,0.0
33.8613,-118.2748,2,1,0,18,0.0
34.0443,-118.2698,5,2,0,0,1.0
33.9133,-118.1338,3,1,0,18,1.0
33.8323,-118.2718,0,4,0,21,1.0
34.0093,-118.1678,7,2,0,10,0.0
33.8733,-118.3828,4,1,0,20,0.0
33.8113,-118.2298,7,3,0,23,1.0
34.0193,-118.3628,4,1,0,9,0.0
33.8903,-118.1648,4,4,0,18,0.0
34.0443,-118.2698,3,2,0,0,1.0
34.0543,-118.1338,0,3,1,13,0.0
34.0243,-118.2928,3,1,0,3,1.0
33.8803,-118.1898,4,4,0,18,0.0
34.0493,-118.0948,8,2,0,17,0.0
33.9343,-118.1418,9,4,0,16,0.0
33.9363,-118.4328,6,2,0,19,1.0
34.0343,-118.2668,0,3,0,1,1.0
34.0323,-118.4678,4,1,0,19,0.0
33.9813,-118.2228,8,1,0,7,0.0
33.8503,-118.3098,11,4,0,19,1.0
34.0443,-118.4388,0,2,0,16,1.0
34.0213,-118.2358,11,1,0,4,1.0
34.0443,-118.2698,3,3,0,0,1.0
34.0403,-118.2628,10,3,0,0,1.0
33.9723,-118.1318,5,3,0,15,0.0
34.0443,-118.2698,5,4,0,0,1.0
34.0443,-118.2698,7,2,0,0,1.0
33.9293,-118.1378,9,4,0,17,0.0
33.9783,-118.1088,0,3,0,17,0.0
33.9983,-118.4088,9,4,0,14,0.0
34.0423,-118.1298,4,4,0,14,1.0
33.9753,-118.2688,7,2,0,6,0.0
34.0673,-118.4728,1,1,0,20,1.0
33.9683,-118.1238,3,2,1,16,1.0
33.8433,-118.2888,5,3,0,20,1.0
34.0653,-118.4108,1,4,0,14,0.0
33.9513,-118.2088,11,3,0,11,1.0
34.0443,-118.2698,0,2,0,0,1.0
33.9783,-118.4788,4,3,0,21,0.0
33.9763,-118.0948,3,4,0,18,1.0
33.8713,-118.1718,3,1,0,19,1.0
33.9893,-118.3868,5,2,0,12,0.0
34.0443,-118.2698,9,4,0,0,0.0
34.0273,-118.2598,10,4,0,1,0.0
33.8253,-118.2598,10,1,0,21,1.0
34.0413,-118.2498,3,1,0,2,1.0
33.9483,-118.1158,6,2,0,18,0.0
34.0443,-118.2698,2,1,0,0,0.0
34.0063,-118.2128,7,3,0,6,1.0
34.0083,-118.2928,3,4,0,4,1.0
33.8483,-118.2838,0,1,0,19,1.0
34.0443,-118.2698,10,1,0,0,1.0
33.8403,-118.2988,4,2,0,20,0.0
34.0443,-118.2698,0,1,0,0,1.0
33.8883,-118.2118,7,1,0,16,1.0
33.8983,-118.3598,5,3,0,17,1.0
34.0443,-118.2698,4,3,1,0,1.0
34.0443,-118.2698,11,4,0,0,0.0
33.9443,-118.1188,4,1,0,18,1.0
34.0443,-118.2698,2,2,0,0,1.0
34.0503,-118.1378,1,1,0,13,1.0
33.9453,-118.3828,9,3,0,15,0.0
33.8633,-118.2528,11,1,0,18,0.0
34.0113,-118.2708,5,3,0,3,0.0
34.0223,-118.2528,8,1,0,2,1.0
34.0443,-118.2698,5,4,0,0,1.0
33.9993,-118.4768,4,4,0,21,1.0
34.0373,-118.3738,5,1,0,10,1.0
34.0113,-118.1008,1,1,0,17,0.0
34.0223,-118.2748,2,4,0,2,1.0
33.8713,-118.1428,2,1,0,21,0.0
34.0363,-118.3738,8,2,0,10,0.0
33.8933,-118.1638,11,1,0,18,1.0
33.8823,-118.2858,5,4,0,16,0.0
34.0443,-118.2698,5,2,0,0,1.0
34.0293,-118.3978,10,1,0,12,0.0
33.8913,-118.2228,6,4,1,16,0.0
33.9103,-118.2778,11,2,0,13,0.0
34.0443,-118.1208,8,3,0,14,0.0
33.9963,-118.2728,1,3,1,4,1.0
33.9733,-118.1948,4,2,0,10,0.0
33.8833,-118.1618,11,4,0,19,1.0
33.9863,-118.2778,0,3,0,5,0.0
33.9643,-118.4718,1,3,0,21,0.0
33.9473,-118.1968,5,4,0,12,0.0
34.0443,-118.2698,4,5,0,0,0.0
33.8633,-118.2518,3,3,0,18,1.0
34.0443,-118.2698,9,2,0,0,1.0
34.0443,-118.2698,9,3,0,0,0.0
33.9553,-118.2898,2,4,0,9,0.0
33.9423,-118.3318,0,2,0,11,0.0
33.9113,-118.3518,7,1,0,15,0.0
34.0253,-118.2458,4,2,0,3,0.0
33.9293,-118.1038,11,1,0,20,1.0
33.9733,-118.2688,4,2,0,7,1.0
33.9813,-118.2948,11,1,0,6,0.0
33.9233,-118.2198,4,3,0,13,1.0
34.0443,-118.2878,0,2,0,1,1.0
33.8953,-118.1678,5,1,0,18,0.0
34.0413,-118.0928,2,3,0,17,0.0
34.0303,-118.2768,9,3,0,1,0.0
33.9473,-118.1948,8,4,0,12,0.0
33.8863,-118.4208,8,1,0,21,1.0
33.8553,-118.1788,5,1,0,20,0.0
33.9263,-118.2108,7,3,0,13,1.0
34.0323,-118.1808,0,1,0,8,0.0
34.0473,-118.4058,8,3,0,13,0.0
33.9823,-118.4178,7,2,0,16,0.0
33.8913,-118.3948,6,2,0,19,0.0
34.0443,-118.2698,7,4,0,0,1.0
33.9893,-118.2738,1,2,0,5,0.0
33.9263,-118.3538,4,4,0,14,0.0
33.8633,-118.1508,2,1,0,21,1.0
33.9533,-118.4208,5,2,0,17,1.0
33.8983,-118.1668,10,1,0,17,1.0
34.0443,-118.2698,0,2,1,0,1.0
34.0443,-118.2698,1,3,1,0,1.0
34.0443,-118.2698,1,4,0,0,1.0
34.0183,-118.2688,0,4,0,2,0.0
33.9023,-118.1158,3,1,1,20,1.0
33.8703,-118.1398,6,2,0,21,0.0
33.9883,-118.3778,5,2,0,12,0.0
34.0413,-118.2768,8,1,0,0,0.0
33.9093,-118.1528,5,2,0,17,1.0
33.9233,-118.2498,2,3,0,12,1.0
34.0443,-118.2698,8,3,0,0,1.0
34.0433,-118.3068,0,2,0,3,0.0
34.0443,-118.2698,4,4,0,0,1.0
34.0323,-118.1748,6,4,0,9,0.0
33.8633,-118.2708,0,1,0,18,0.0
33.9983,-118.3058,2,1,0,5,1.0
34.0443,-118.2698,8,2,0,0,1.0
33.9993,-118.1168,2,2,0,15,0.0
33.9483,-118.3818,3,2,0,14,1.0
34.0443,-118.2698,2,1,0,0,0.0
34.0443,-118.2698,5,4,0,0,1.0
33.9343,-118.1398,7,3,0,17,1.0
33.9883,-118.1458,0,2,0,13,1.0
33.9453,-118.1718,7,3,0,13,1.0
33.8713,-118.1748,10,1,1,19,1.0
34.0443,-118.2698,8,3,0,0,0.0
33.8883,-118.3128,0,2,0,16,0.0
34.0353,-118.1378,2,4,0,13,1.0
34.0443,-118.2698,7,3,1,0,1.0
34.0443,-118.2698,10,1,0,0,0.0
34.0413,-118.2928,3,4,1,2,0.0
34.0453,-118.3638,3,3,0,9,0.0
34.0443,-118.2698,1,5,0,0,0.0
34.0443,-118.2698,6,3,0,0,0.0
34.0413,-118.1488,3,4,0,12,1.0
33.9003,-118.1048,1,2,0,21,0.0
34.0443,-118.2698,8,3,0,0,0.0
33.9613,-118.4438,8,4,0,19,0.0
33.8883,-118.4338,7,2,0,22,1.0
33.9153,-118.2338,0,1,0,13,0.0
33.9063,-118.2808,6,3,1,13,1.0
34.0443,-118.0768,5,2,1,19,0.0
34.0463,-118.3868,8,3,0,11,0.0
33.8843,-118.2188,11,1,0,16,1.0
33.9443,-118.1438,11,1,0,16,0.0
33.9673,-118.4388,3,2,0,18,1.0
33.9533,-118.3208,3,4,0,10,1.0
34.0443,-118.2698,7,2,0,0,0.0
33.9533,-118.1318,4,4,0,16,0.0
33.8903,-118.1468,0,2,0,19,0.0
33.8543,-118.2668,4,3,0,19,0.0
34.0443,-118.2698,10,3,0,0,1.0
34.0193,-118.1488,5,1,0,12,0.0
33.8753,-118.1568,8,4,0,20,1.0
33.8733,-118.3948,5,1,0,21,0.0
34.0393,-118.3518,11,2,0,8,0.0
33.9873,-118.1968,6,3,0,9,1.0
34.0333,-118.2628,9,3,0,1,1.0
34.0453,-118.1158,3,1,0,15,0.0
34.0373,-118.0838,2,2,0,18,1.0
34.0473,-118.2768,6,3,0,0,0.0
33.9553,-118.0938,3,3,0,19,0.0
33.9553,-118.2278,5,1,0,9,0.0
34.0443,-118.2698,7,3,0,0,1.0
34.0183,-118.1278,8,1,1,14,0.0
33.8453,-118.1908,9,1,0,21,1.0
33.9583,-118.4078,4,3,1,16,0.0
33.9973,-118.3618,1,2,0,10,0.0
34.0473,-118.0828,5,4,0,18,1.0
33.9193,-118.1438,11,2,0,17,1.0
34.0323,-118.2748,1,4,0,1,1.0
33.8563,-118.3788,7,1,0,21,1.0
34.0443,-118.2698,2,4,1,0,0.0
33.9063,-118.1138,5,1,0,20,1.0
33.9083,-118.3718,4,3,0,17,0.0
33.9013,-118.1698,9,1,0,17,0.0
33.9843,-118.2778,5,2,0,6,1.0
34.0443,-118.2698,0,4,0,0,1.0
33.9683,-118.4058,4,1,0,15,0.0
33.9743,-118.2758,6,2,0,7,1.0
34.0473,-118.3958,9,3,0,12,1.0
34.0443,-118.2698,0,2,1,0,0.0
33.8393,-118.3138,10,2,0,20,0.0
34.0183,-118.3478,0,3,1,8,0.0
33.9343,-118.1018,7,1,0,20,0.0
34.0233,-118.4148,2,4,0,14,0.0
34.0443,-118.2698,9,3,0,0,0.0
33.9533,-118.2328,8,3,0,9,0.0
33.9943,-118.2688,4,1,0,5,1.0
33.9523,-118.2228,3,4,0,10,0.0
33.8253,-118.3048,8,1,0,22,0.0
33.9963,-118.4108,9,3,0,14,1.0
33.9273,-118.1008,4,1,0,20,1.0
33.9883,-118.2988,0,4,0,6,1.0
33.8733,-118.1468,5,4,0,21,1.0
34.0103,-118.1198,0,3,0,15,1.0
34.0443,-118.2698,1,1,0,0,0.0
34.0443,-118.2698,6,2,0,0,1.0
33.9333,-118.3618,9,1,0,14,0.0
34.0403,-118.3258,1,2,0,5,1.0
34.0443,-118.2698,1,2,0,0,1.0
34.0243,-118.4448,6,2,0,17,1.0
34.0443,-118.2608,7,4,0,0,1.0
34.0213,-118.4298,1,2,0,16,0.0
34.0193,-118.1778,0,4,1,9,0.0
34.0273,-118.3078,4,2,0,4,0.0
33.9233,-118.1288,4,2,0,18,1.0
34.0523,-118.1338,9,4,0,13,0.0
34.0573,-118.1988,1,2,0,7,0.0
33.9533,-118.0668,11,1,0,22,1.0
33.8653,-118.4018,1,1,1,22,1.0
34.0443,-118.2698,9,3,0,0,1.0
33.9663,-118.2708,10,4,0,7,0.0
34.0443,-118.2698,10,3,0,0,1.0
34.0373,-118.1448,7,1,0,12,1.0
34.0443,-118.2698,9,2,0,0,1.0
33.9803,-118.4818,0,2,0,22,0.0
34.0293,-118.2688,0,4,0,1,1.0
34.0373,-118.1008,5,2,0,16,0.0
33.9873,-118.4558,4,1,0,19,1.0
34.0373,-118.3978,3,2,0,12,0.0
33.9223,-118.1728,0,3,1,15,0.0
33.9703,-118.2278,10,1,0,8,1.0
33.9343,-118.0698,4,4,0,22,1.0
34.0223,-118.4218,7,3,0,15,1.0
34.0213,-118.2888,3,2,0,2,0.0
33.9423,-118.3598,4,2,0,13,1.0
34.0213,-118.2688,9,1,0,2,0.0
34.0523,-118.4318,9,3,0,16,1.0
34.0533,-118.4698,9,3,0,20,0.0
34.0443,-118.2698,2,4,1,0,1.0
34.0133,-118.2108,9,3,0,6,0.0
33.9623,-118.1058,1,4,0,18,1.0
34.0443,-118.2698,3,2,0,0,1.0
33.9833,-118.1388,2,2,0,14,1.0
34.0623,-118.1108,10,3,0,16,0.0
33.8503,-118.2668,6,3,1,19,0.0
34.0443,-118.2698,0,2,0,0,0.0
33.9683,-118.4078,2,1,0,15,1.0
33.8863,-118.1578,8,1,0,19,1.0
34.0323,-118.0988,8,1,0,17,0.0
33.8353,-118.3368,2,1,0,21,1.0
34.0443,-118.2698,7,3,1,0,1.0
34.0303,-118.2878,1,1,0,2,1.0
33.9813,-118.4088,1,4,1,15,0.0
34.0093,-118.0888,5,4,0,18,0.0
33.9103,-118.1488,4,2,0,18,1.0
33.9223,-118.4228,1,3,0,19,1.0
33.9653,-118.0908,4,2,0,19,0.0
33.9063,-118.1218,2,1,1,20,1.0
34.0403,-118.2408,6,1,0,2,1.0
33.9723,-118.3748,1,4,1,12,0.0
34.0443,-118.2698,8,1,0,0,1.0
33.9273,-118.2498,3,2,0,11,0.0
